molecule_id,seed,target,candidate,calibration,true,pred,abs_error,target_short,tanimoto_dissimilarity,reference_loo_p95,domain,distance_decile,normalised_abs_error,fingerprint,reference_domain
00000052,0,sterimol_B5,sum_pc_Bmax_all,huber,8.796919288812436,8.80346705397321,0.0065477651607732,B5,0.41666666666666663,0.6470588235294117,ID,6,0.2284799827349493,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000058,0,sterimol_B5,sum_pc_Bmax_all,huber,6.182526276870661,6.305826512162525,0.1233002352918646,B5,0.45833333333333337,0.6470588235294117,ID,7,4.3024810662839545,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000063,0,sterimol_B5,sum_pc_Bmax_all,huber,6.329034028912303,6.330770256882087,0.0017362279697845,B5,0.25,0.6470588235294117,ID,2,0.06058453942985558,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000067,0,sterimol_B5,sum_pc_Bmax_all,huber,6.749072849931316,6.751865982141782,0.0027931322104652,B5,0.25806451612903225,0.6470588235294117,ID,2,0.09746452164270353,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000074,0,sterimol_B5,sum_pc_Bmax_all,huber,8.879379508624552,8.878401024802352,0.0009784838222,B5,0.6190476190476191,0.6470588235294117,ID,10,0.03414355300065212,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000077,0,sterimol_B5,sum_pc_Bmax_all,huber,6.359582363005902,6.328931510888431,0.0306508521174713,B5,0.36,0.6470588235294117,ID,4,1.0695414375222274,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000083,0,sterimol_B5,sum_pc_Bmax_all,huber,6.022104711680245,6.023040844057766,0.0009361323775207,B5,0.4285714285714286,0.6470588235294117,ID,6,0.03266572703842962,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000099,0,sterimol_B5,sum_pc_Bmax_all,huber,6.424009944060435,6.373638876593757,0.0503710674666777,B5,0.3571428571428571,0.6470588235294117,ID,4,1.7576654541728343,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000106,0,sterimol_B5,sum_pc_Bmax_all,huber,7.300540838183008,7.309515663498092,0.008974825315084,B5,0.1707317073170732,0.6470588235294117,ID,2,0.31317065940670274,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000108,0,sterimol_B5,sum_pc_Bmax_all,huber,6.7061068400215404,6.708598221852147,0.0024913818306062,B5,0.33333333333333337,0.6470588235294117,ID,4,0.08693513949664204,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000115,0,sterimol_B5,sum_pc_Bmax_all,huber,8.172053176229387,8.118423748806421,0.0536294274229653,B5,0.19047619047619047,0.6470588235294117,ID,2,1.8713637937249095,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000118,0,sterimol_B5,sum_pc_Bmax_all,huber,7.566170078652595,7.509794101139258,0.056375977513337,B5,0.2222222222222222,0.6470588235294117,ID,2,1.9672028627538751,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000120,0,sterimol_B5,sum_pc_Bmax_all,huber,8.078816070142118,8.003719789659723,0.0750962804823949,B5,0.37037037037037035,0.6470588235294117,ID,4,2.6204355908895143,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000130,0,sterimol_B5,sum_pc_Bmax_all,huber,6.380001087550557,6.379452585254557,0.0005485022959996,B5,0.08333333333333337,0.6470588235294117,ID,1,0.01913962887228379,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000137,0,sterimol_B5,sum_pc_Bmax_all,huber,5.635718786735302,5.575681916379745,0.0600368703555567,B5,0.4444444444444444,0.6470588235294117,ID,6,2.0949473240848744,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000151,0,sterimol_B5,sum_pc_Bmax_all,huber,6.129072944351588,6.092530822303568,0.0365421220480195,B5,0.5185185185185186,0.6470588235294117,ID,8,1.2751134485776194,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000159,0,sterimol_B5,sum_pc_Bmax_all,huber,12.308246877582263,12.332757442076444,0.0245105644941787,B5,0.02941176470588236,0.6470588235294117,ID,1,0.8552801169479493,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000161,0,sterimol_B5,sum_pc_Bmax_all,huber,6.395922181604465,6.384763823590833,0.011158358013632,B5,0.04761904761904767,0.6470588235294117,ID,1,0.3893636047881666,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000174,0,sterimol_B5,sum_pc_Bmax_all,huber,12.27464088477892,12.307474975558543,0.0328340907796231,B5,0.4358974358974359,0.6470588235294117,ID,6,1.1457241226959596,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000176,0,sterimol_B5,sum_pc_Bmax_all,huber,12.016333814049789,12.042016863811671,0.0256830497618825,B5,0.5111111111111111,0.6470588235294117,ID,8,0.8961932235032725,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000179,0,sterimol_B5,sum_pc_Bmax_all,huber,6.672112874021136,6.677987143985002,0.0058742699638658,B5,0.4117647058823529,0.6470588235294117,ID,6,0.2049788083367974,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000181,0,sterimol_B5,sum_pc_Bmax_all,huber,8.511918275150318,8.516956373133157,0.0050380979828386,B5,0.34615384615384615,0.6470588235294117,ID,4,0.17580113395514885,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000183,0,sterimol_B5,sum_pc_Bmax_all,huber,12.298784414881492,12.3117233967802,0.0129389818987082,B5,0.23684210526315785,0.6470588235294117,ID,2,0.45149731064508325,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000184,0,sterimol_B5,sum_pc_Bmax_all,huber,10.93375434033156,10.95163602822738,0.0178816878958194,B5,0.33333333333333337,0.6470588235294117,ID,4,0.623969803649176,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000190,0,sterimol_B5,sum_pc_Bmax_all,huber,7.692139681743527,7.692455938620215,0.0003162568766876,B5,0.04166666666666663,0.6470588235294117,ID,1,0.011035576864955727,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000196,0,sterimol_B5,sum_pc_Bmax_all,huber,7.529592717683518,7.533654482380368,0.0040617646968499,B5,0.31999999999999995,0.6470588235294117,ID,3,0.14173262250903695,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000197,0,sterimol_B5,sum_pc_Bmax_all,huber,7.471440568004605,7.475411616399432,0.0039710483948267,B5,0.5217391304347826,0.6470588235294117,ID,8,0.13856713648271898,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000210,0,sterimol_B5,sum_pc_Bmax_all,huber,5.930046130348127,5.91722130411927,0.012824826228857,B5,0.4782608695652174,0.6470588235294117,ID,7,0.44751392320887,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000217,0,sterimol_B5,sum_pc_Bmax_all,huber,8.188414078729974,8.184961344571885,0.0034527341580883,B5,0.24137931034482762,0.6470588235294117,ID,2,0.12048090019392642,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000221,0,sterimol_B5,sum_pc_Bmax_all,huber,6.16567484934231,6.169195206427553,0.0035203570852422,B5,0.7407407407407407,0.6470588235294117,OOD,10,0.12284055800834708,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000223,0,sterimol_B5,sum_pc_Bmax_all,huber,8.19078530031779,8.096361737645614,0.0944235626721763,B5,0.43999999999999995,0.6470588235294117,ID,6,3.2948484619389844,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000224,0,sterimol_B5,sum_pc_Bmax_all,huber,6.381990017613613,6.383737623217131,0.0017476056035183,B5,0.09090909090909094,0.6470588235294117,ID,1,0.060981554517482245,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000230,0,sterimol_B5,sum_pc_Bmax_all,huber,6.922241708084163,6.841883368356652,0.0803583397275113,B5,0.18181818181818177,0.6470588235294117,ID,2,2.804051706610516,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000234,0,sterimol_B5,sum_pc_Bmax_all,huber,7.177232837729534,7.09997908722145,0.0772537505080839,B5,0.09999999999999998,0.6470588235294117,ID,1,2.695719096347793,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000236,0,sterimol_B5,sum_pc_Bmax_all,huber,6.123514830786446,6.126599586257494,0.0030847554710478,B5,0.31818181818181823,0.6470588235294117,ID,3,0.1076405245852333,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000239,0,sterimol_B5,sum_pc_Bmax_all,huber,11.50492820472424,11.524398168742382,0.0194699640181408,B5,0.0,0.6470588235294117,ID,1,0.6793916601293606,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000246,0,sterimol_B5,sum_pc_Bmax_all,huber,8.319147498718216,8.324622384609144,0.0054748858909281,B5,0.24,0.6470588235294117,ID,2,0.19104256232783945,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000247,0,sterimol_B5,sum_pc_Bmax_all,huber,5.658514596406625,5.683835542867712,0.025320946461087,B5,0.4444444444444444,0.6470588235294117,ID,6,0.8835578656548162,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000249,0,sterimol_B5,sum_pc_Bmax_all,huber,7.1348449593506444,7.138132774933026,0.0032878155823814,B5,0.125,0.6470588235294117,ID,1,0.11472617435923636,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000253,0,sterimol_B5,sum_pc_Bmax_all,huber,7.526069097093814,7.530262628835501,0.004193531741687,B5,0.26086956521739135,0.6470588235294117,ID,3,0.14633054735670528,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000254,0,sterimol_B5,sum_pc_Bmax_all,huber,5.44187418383818,5.455322547045648,0.013448363207468,B5,0.5,0.6470588235294117,ID,8,0.4692718382546229,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000255,0,sterimol_B5,sum_pc_Bmax_all,huber,6.288463223442067,6.304568418439023,0.0161051949969559,B5,0.38095238095238093,0.6470588235294117,ID,5,0.5619802458542896,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000262,0,sterimol_B5,sum_pc_Bmax_all,huber,9.950081769603292,9.958400222456987,0.008318452853695,B5,0.4,0.6470588235294117,ID,5,0.290266971665381,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000263,0,sterimol_B5,sum_pc_Bmax_all,huber,6.791148353207534,6.79660091923347,0.0054525660259363,B5,0.34090909090909094,0.6470588235294117,ID,4,0.1902637252372052,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000265,0,sterimol_B5,sum_pc_Bmax_all,huber,6.442115717293812,6.424463342387038,0.017652374906774,B5,0.5862068965517242,0.6470588235294117,ID,9,0.6159680768780519,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000274,0,sterimol_B5,sum_pc_Bmax_all,huber,6.130320902392564,6.126113794639999,0.0042071077525642,B5,0.5,0.6470588235294117,ID,8,0.14680427337690752,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000284,0,sterimol_B5,sum_pc_Bmax_all,huber,6.971523676933105,6.9745867646289055,0.0030630876958008,B5,0.4,0.6470588235294117,ID,5,0.10688444173974611,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000294,0,sterimol_B5,sum_pc_Bmax_all,huber,10.14390795407505,10.091636628875262,0.0522713251997881,B5,0.5111111111111111,0.6470588235294117,ID,8,1.8239737049106703,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000296,0,sterimol_B5,sum_pc_Bmax_all,huber,8.350582966287785,8.305415422458882,0.0451675438289029,B5,0.5116279069767442,0.6470588235294117,ID,8,1.5760919001849427,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000309,0,sterimol_B5,sum_pc_Bmax_all,huber,7.181449234223504,7.209597360767296,0.028148126543793,B5,0.5,0.6470588235294117,ID,8,0.9822104655304326,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000310,0,sterimol_B5,sum_pc_Bmax_all,huber,5.99836709892554,5.982151681384549,0.0162154175409909,B5,0.4,0.6470588235294117,ID,5,0.5658263894375982,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000314,0,sterimol_B5,sum_pc_Bmax_all,huber,8.276516146340315,8.249180530274227,0.0273356160660878,B5,0.46341463414634143,0.6470588235294117,ID,7,0.9538584438314552,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000315,0,sterimol_B5,sum_pc_Bmax_all,huber,6.807013418971939,6.813152752566419,0.0061393335944792,B5,0.33333333333333337,0.6470588235294117,ID,4,0.21422803036281474,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000316,0,sterimol_B5,sum_pc_Bmax_all,huber,6.770870954069627,6.794777579261514,0.0239066251918869,B5,0.28888888888888886,0.6470588235294117,ID,3,0.8342060499995413,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000317,0,sterimol_B5,sum_pc_Bmax_all,huber,6.068100635510245,6.0806752799352655,0.0125746444250207,B5,0.6,0.6470588235294117,ID,10,0.4387839927948161,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000323,0,sterimol_B5,sum_pc_Bmax_all,huber,7.465381914069766,7.542679762315034,0.0772978482452675,B5,0.4285714285714286,0.6470588235294117,ID,6,2.6972578580447943,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000330,0,sterimol_B5,sum_pc_Bmax_all,huber,11.06091783662864,11.06912056745125,0.0082027308226102,B5,0.6,0.6470588235294117,ID,10,0.28622892707839614,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000336,0,sterimol_B5,sum_pc_Bmax_all,huber,6.802420470591265,6.826516878184203,0.0240964075929381,B5,0.37777777777777777,0.6470588235294117,ID,5,0.8408283827574949,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000349,0,sterimol_B5,sum_pc_Bmax_all,huber,7.932254771353605,8.003642218642586,0.0713874472889806,B5,0.35,0.6470588235294117,ID,4,2.491018282358852,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000355,0,sterimol_B5,sum_pc_Bmax_all,huber,7.598687694774246,7.602996341801472,0.0043086470272264,B5,0.5483870967741935,0.6470588235294117,ID,9,0.15034741995472387,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000363,0,sterimol_B5,sum_pc_Bmax_all,huber,8.211209307230575,8.216992099466443,0.0057827922358679,B5,0.326530612244898,0.6470588235294117,ID,4,0.2017867528491011,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000375,0,sterimol_B5,sum_pc_Bmax_all,huber,6.041629620160324,6.036058461073214,0.0055711590871094,B5,0.23809523809523814,0.6470588235294117,ID,2,0.1944019525413309,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000381,0,sterimol_B5,sum_pc_Bmax_all,huber,5.873314480280225,5.867392578071256,0.0059219022089687,B5,0.6956521739130435,0.6470588235294117,OOD,10,0.20664090437590646,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000383,0,sterimol_B5,sum_pc_Bmax_all,huber,8.99947477442298,8.926373411819286,0.073101362603694,B5,0.4,0.6470588235294117,ID,5,2.5508242362835407,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000390,0,sterimol_B5,sum_pc_Bmax_all,huber,9.4006972738463,9.405030617667446,0.0043333438211465,B5,0.08695652173913049,0.6470588235294117,ID,1,0.15120919842568642,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000391,0,sterimol_B5,sum_pc_Bmax_all,huber,3.2724011124698764,3.268258755907316,0.0041423565625602,B5,0.5,0.6470588235294117,ID,8,0.14454482295207977,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000392,0,sterimol_B5,sum_pc_Bmax_all,huber,8.685441351778604,8.688136053870254,0.0026947020916505,B5,0.0,0.6470588235294117,ID,1,0.09402986702464969,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000396,0,sterimol_B5,sum_pc_Bmax_all,huber,6.626640062541632,6.617721316186384,0.0089187463552473,B5,0.2222222222222222,0.6470588235294117,ID,2,0.31121382078151144,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000403,0,sterimol_B5,sum_pc_Bmax_all,huber,8.72567896132025,8.731103220562083,0.0054242592418329,B5,0.0,0.6470588235294117,ID,1,0.18927597851990188,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000406,0,sterimol_B5,sum_pc_Bmax_all,huber,7.824533927694511,7.8490451983977,0.0245112707031891,B5,0.0,0.6470588235294117,ID,1,0.8553047596494728,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000412,0,sterimol_B5,sum_pc_Bmax_all,huber,4.121174500469484,4.038632151591027,0.0825423488784578,B5,0.46153846153846156,0.6470588235294117,ID,7,2.880261277486803,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000425,0,sterimol_B5,sum_pc_Bmax_all,huber,7.226816369246782,7.263543396591307,0.0367270273445248,B5,0.33333333333333337,0.6470588235294117,ID,4,1.2815655979623024,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000430,0,sterimol_B5,sum_pc_Bmax_all,huber,6.149923033115366,6.267506576477171,0.1175835433618051,B5,0.08695652173913049,0.6470588235294117,ID,1,4.10300084037329,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000431,0,sterimol_B5,sum_pc_Bmax_all,huber,6.144923453739432,6.263649865026583,0.1187264112871506,B5,0.07692307692307687,0.6470588235294117,ID,1,4.142880469138173,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000447,0,sterimol_B5,sum_pc_Bmax_all,huber,6.331142825249649,6.331034677261571,0.0001081479880777,B5,0.5416666666666667,0.6470588235294117,ID,9,0.0037737533100369366,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000448,0,sterimol_B5,sum_pc_Bmax_all,huber,7.967304039504633,7.953062691256785,0.0142413482478476,B5,0.21739130434782605,0.6470588235294117,ID,2,0.4969425325886892,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000451,0,sterimol_B5,sum_pc_Bmax_all,huber,4.511337342321434,4.504684918739001,0.006652423582433,B5,0.23529411764705888,0.6470588235294117,ID,2,0.23213196990717622,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000458,0,sterimol_B5,sum_pc_Bmax_all,huber,8.686796837862907,8.699906198745126,0.0131093608822183,B5,0.42500000000000004,0.6470588235294117,ID,6,0.45744257383869924,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000459,0,sterimol_B5,sum_pc_Bmax_all,huber,5.695797253230945,5.700572446335621,0.0047751931046757,B5,0.4666666666666667,0.6470588235294117,ID,7,0.1666272401839648,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000475,0,sterimol_B5,sum_pc_Bmax_all,huber,6.328583391419309,6.351508829878468,0.0229254384591595,B5,0.5333333333333333,0.6470588235294117,ID,9,0.7999681807038678,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000478,0,sterimol_B5,sum_pc_Bmax_all,huber,8.175496383036043,8.35877418219396,0.1832777991579171,B5,0.4137931034482759,0.6470588235294117,ID,6,6.395358929206848,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000482,0,sterimol_B5,sum_pc_Bmax_all,huber,6.423589200256783,6.484257599897892,0.0606683996411083,B5,0.31818181818181823,0.6470588235294117,ID,3,2.1169841254539703,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000483,0,sterimol_B5,sum_pc_Bmax_all,huber,8.416258934015058,8.421224269488054,0.0049653354729954,B5,0.6341463414634146,0.6470588235294117,ID,10,0.17326213376431693,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000500,0,sterimol_B5,sum_pc_Bmax_all,huber,6.269536117088504,6.278119330644688,0.008583213556184,B5,0.4642857142857143,0.6470588235294117,ID,7,0.2995056232126268,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000504,0,sterimol_B5,sum_pc_Bmax_all,huber,8.176756936969117,8.162434848470902,0.0143220884982149,B5,0.4722222222222222,0.6470588235294117,ID,7,0.49975991081728743,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000505,0,sterimol_B5,sum_pc_Bmax_all,huber,5.9436229240037,6.0830621161984055,0.1394391921947058,B5,0.5185185185185186,0.6470588235294117,ID,8,4.865639411762218,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000507,0,sterimol_B5,sum_pc_Bmax_all,huber,7.496417995130107,7.510260272656824,0.0138422775267166,B5,0.5454545454545454,0.6470588235294117,ID,9,0.48301722078607906,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000509,0,sterimol_B5,sum_pc_Bmax_all,huber,6.365508443998103,6.361281290522746,0.0042271534753561,B5,0.4285714285714286,0.6470588235294117,ID,6,0.14750375576287356,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000513,0,sterimol_B5,sum_pc_Bmax_all,huber,7.161623363205628,7.302637455616495,0.1410140924108667,B5,0.3846153846153846,0.6470588235294117,ID,5,4.920594524745412,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000518,0,sterimol_B5,sum_pc_Bmax_all,huber,7.038863943632544,7.127410540778702,0.0885465971461583,B5,0.38235294117647056,0.6470588235294117,ID,5,3.0897755937239118,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000521,0,sterimol_B5,sum_pc_Bmax_all,huber,7.4633873856557695,7.397309207365247,0.0660781782905228,B5,0.5319148936170213,0.6470588235294117,ID,9,2.3057548131724293,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000524,0,sterimol_B5,sum_pc_Bmax_all,huber,5.391342241392428,5.311180569733228,0.0801616716591997,B5,0.8695652173913043,0.6470588235294117,OOD,10,2.797189102997065,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000543,0,sterimol_B5,sum_pc_Bmax_all,huber,7.491519533967298,7.495794908606567,0.0042753746392687,B5,0.5185185185185186,0.6470588235294117,ID,8,0.14918640173866615,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000544,0,sterimol_B5,sum_pc_Bmax_all,huber,7.364479519382688,7.368442763600578,0.00396324421789,B5,0.4814814814814815,0.6470588235294117,ID,7,0.1382948148328162,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000554,0,sterimol_B5,sum_pc_Bmax_all,huber,7.020265738799463,7.024870280696035,0.0046045418965725,B5,0.13043478260869568,0.6470588235294117,ID,1,0.16067247789122044,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000556,0,sterimol_B5,sum_pc_Bmax_all,huber,6.344396605137562,6.347893581074144,0.0034969759365823,B5,0.3529411764705882,0.6470588235294117,ID,4,0.12202468811824453,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000559,0,sterimol_B5,sum_pc_Bmax_all,huber,4.61055793490745,4.623863727675261,0.0133057927678112,B5,0.625,0.6470588235294117,ID,10,0.46429693601065586,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000560,0,sterimol_B5,sum_pc_Bmax_all,huber,9.388601972983336,9.396218487196512,0.0076165142131756,B5,0.37037037037037035,0.6470588235294117,ID,4,0.265773281905755,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000565,0,sterimol_B5,sum_pc_Bmax_all,huber,5.081120472276775,5.10335603146272,0.0222355591859448,B5,0.4545454545454546,0.6470588235294117,ID,7,0.7758952946789388,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000566,0,sterimol_B5,sum_pc_Bmax_all,huber,8.500568154973399,8.506612029514184,0.0060438745407846,B5,0.26086956521739135,0.6470588235294117,ID,3,0.21089704911890872,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000568,0,sterimol_B5,sum_pc_Bmax_all,huber,5.268160632581478,5.190224439344759,0.0779361932367184,B5,0.5789473684210527,0.6470588235294117,ID,9,2.7195324890134494,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
00000576,0,sterimol_B5,sum_pc_Bmax_all,huber,6.801503670054547,6.81927030047307,0.0177666304185226,B5,0.2692307692307693,0.6470588235294117,ID,3,0.6199549482319735,"Morgan radius 2, 2048 bits",all non-test molecules for the same outer seed
